study_id,site_id,month,patients_screened,patients_enrolled,screen_failures,cumulative_enrolled
CT-2023-0003,SITE-00058,2025-02-01,1,1,0,5
CT-2023-0003,SITE-00058,2025-03-01,2,2,0,7
CT-2023-0003,SITE-00058,2025-04-01,2,1,1,8
CT-2023-0003,SITE-00058,2025-05-01,5,5,0,13
CT-2023-0003,SITE-00058,2025-07-01,1,1,0,14
CT-2023-0003,SITE-00058,2025-08-01,2,2,0,16
CT-2023-0003,SITE-00058,2025-09-01,2,1,1,17
CT-2023-0003,SITE-00059,2024-11-01,2,1,1,1
CT-2023-0003,SITE-00059,2024-12-01,1,1,0,2
CT-2023-0003,SITE-00059,2025-01-01,2,1,1,3
CT-2023-0003,SITE-00059,2025-02-01,8,7,1,10
CT-2023-0003,SITE-00059,2025-03-01,3,2,1,12
CT-2023-0003,SITE-00059,2025-04-01,4,3,1,15
CT-2023-0003,SITE-00059,2025-05-01,4,4,0,19
CT-2023-0003,SITE-00060,2024-10-01,3,2,1,2
CT-2023-0003,SITE-00060,2024-12-01,1,1,0,3
CT-2023-0003,SITE-00060,2025-02-01,2,2,0,5
CT-2023-0003,SITE-00060,2025-03-01,8,7,1,12
CT-2023-0003,SITE-00060,2025-04-01,5,3,2,15
CT-2023-0003,SITE-00060,2025-05-01,3,3,0,18
CT-2023-0003,SITE-00060,2025-06-01,1,1,0,19
CT-2023-0003,SITE-00060,2025-07-01,2,1,1,20
CT-2023-0003,SITE-00060,2025-09-01,3,2,1,22
CT-2023-0003,SITE-00060,2026-01-01,2,2,0,24
CT-2023-0003,SITE-00061,2025-01-01,6,4,2,4
CT-2023-0003,SITE-00061,2025-02-01,2,1,1,5
CT-2023-0003,SITE-00061,2025-03-01,4,3,1,8
CT-2023-0003,SITE-00061,2025-04-01,5,4,1,12
CT-2023-0003,SITE-00061,2025-05-01,5,2,3,14
CT-2023-0003,SITE-00062,2024-10-01,2,2,0,2
CT-2023-0003,SITE-00062,2024-11-01,4,4,0,6
CT-2023-0003,SITE-00062,2025-01-01,3,2,1,8
CT-2023-0003,SITE-00062,2025-02-01,3,3,0,11
CT-2023-0003,SITE-00062,2025-03-01,2,2,0,13
CT-2023-0003,SITE-00062,2025-04-01,8,4,4,17
CT-2023-0003,SITE-00062,2025-05-01,3,2,1,19
CT-2023-0003,SITE-00062,2025-07-01,1,1,0,20
CT-2023-0003,SITE-00063,2025-01-01,1,1,0,1
CT-2023-0003,SITE-00063,2025-02-01,1,1,0,2
CT-2023-0003,SITE-00063,2025-03-01,3,2,1,4
CT-2023-0003,SITE-00063,2025-04-01,1,1,0,5
CT-2023-0003,SITE-00063,2025-05-01,3,2,1,7
CT-2023-0003,SITE-00063,2025-06-01,3,2,1,9
CT-2023-0003,SITE-00063,2025-07-01,1,1,0,10
CT-2023-0003,SITE-00063,2025-10-01,2,1,1,11
CT-2023-0003,SITE-00064,2025-01-01,1,1,0,1
CT-2023-0003,SITE-00064,2025-02-01,2,1,1,2
CT-2023-0003,SITE-00064,2025-03-01,2,1,1,3
CT-2023-0003,SITE-00064,2025-04-01,1,1,0,4
CT-2023-0003,SITE-00064,2025-05-01,3,3,0,7
CT-2023-0003,SITE-00064,2025-06-01,9,6,3,13
CT-2023-0003,SITE-00064,2025-07-01,3,2,1,15
CT-2023-0003,SITE-00064,2025-08-01,1,1,0,16
CT-2023-0003,SITE-00064,2025-09-01,5,3,2,19
CT-2023-0003,SITE-00064,2025-10-01,3,3,0,22
CT-2023-0003,SITE-00064,2025-11-01,4,3,1,25
CT-2023-0003,SITE-00064,2025-12-01,3,2,1,27
CT-2023-0003,SITE-00065,2024-12-01,3,2,1,2
CT-2023-0003,SITE-00065,2025-01-01,3,2,1,4
CT-2023-0003,SITE-00065,2025-04-01,1,1,0,5
CT-2023-0003,SITE-00065,2025-05-01,2,2,0,7
CT-2023-0003,SITE-00065,2025-06-01,2,1,1,8
CT-2023-0003,SITE-00065,2025-07-01,3,2,1,10
CT-2023-0003,SITE-00065,2025-08-01,5,4,1,14
CT-2023-0003,SITE-00065,2025-09-01,4,3,1,17
CT-2023-0003,SITE-00065,2025-10-01,4,2,2,19
CT-2023-0003,SITE-00065,2025-11-01,1,1,0,20
CT-2023-0003,SITE-00065,2025-12-01,3,2,1,22
CT-2023-0003,SITE-00066,2024-12-01,3,2,1,2
CT-2023-0003,SITE-00066,2025-03-01,1,1,0,3
CT-2023-0003,SITE-00066,2025-04-01,4,3,1,6
CT-2023-0003,SITE-00066,2025-05-01,4,2,2,8
CT-2023-0003,SITE-00066,2025-06-01,2,2,0,10
CT-2023-0003,SITE-00066,2025-07-01,1,1,0,11
CT-2023-0003,SITE-00066,2025-08-01,2,1,1,12
CT-2023-0003,SITE-00066,2025-09-01,7,5,2,17
CT-2023-0003,SITE-00066,2025-10-01,1,1,0,18
CT-2023-0003,SITE-00066,2025-11-01,2,1,1,19
CT-2023-0003,SITE-00067,2025-02-01,3,1,2,1
CT-2023-0003,SITE-00067,2025-03-01,1,0,1,1
CT-2023-0003,SITE-00067,2025-04-01,1,0,1,1
CT-2023-0003,SITE-00067,2025-05-01,2,1,1,2
CT-2023-0003,SITE-00067,2025-06-01,2,1,1,3
CT-2023-0003,SITE-00067,2025-08-01,2,1,1,4
CT-2023-0003,SITE-00067,2025-09-01,1,1,0,5
CT-2023-0003,SITE-00067,2025-10-01,1,1,0,6
CT-2023-0003,SITE-00067,2025-12-01,2,1,1,7
CT-2023-0003,SITE-00067,2026-01-01,4,2,2,9
CT-2023-0003,SITE-00067,2026-02-01,1,1,0,10
CT-2023-0003,SITE-00067,2026-07-01,3,1,2,11
CT-2023-0004,SITE-00068,2024-07-01,3,3,0,3
CT-2023-0004,SITE-00068,2024-10-01,1,1,0,4
CT-2023-0004,SITE-00068,2024-11-01,1,1,0,5
CT-2023-0004,SITE-00068,2024-12-01,5,3,2,8
CT-2023-0004,SITE-00068,2025-01-01,4,2,2,10
CT-2023-0004,SITE-00068,2025-02-01,1,1,0,11
CT-2023-0004,SITE-00068,2025-04-01,3,2,1,13
CT-2023-0004,SITE-00068,2025-05-01,2,2,0,15
CT-2023-0004,SITE-00069,2024-09-01,1,0,1,0
CT-2023-0004,SITE-00069,2024-11-01,2,2,0,2
CT-2023-0004,SITE-00069,2024-12-01,1,1,0,3
CT-2023-0004,SITE-00069,2025-01-01,1,1,0,4
CT-2023-0004,SITE-00069,2025-02-01,1,1,0,5
CT-2023-0004,SITE-00069,2025-03-01,5,2,3,7
CT-2023-0004,SITE-00069,2025-04-01,1,1,0,8
CT-2023-0004,SITE-00070,2024-07-01,1,0,1,0
CT-2023-0004,SITE-00070,2024-08-01,1,1,0,1
CT-2023-0004,SITE-00070,2024-11-01,5,3,2,4
CT-2023-0004,SITE-00070,2024-12-01,3,1,2,5
CT-2023-0004,SITE-00070,2025-01-01,4,4,0,9
CT-2023-0004,SITE-00070,2025-02-01,4,1,3,10
CT-2023-0004,SITE-00070,2025-05-01,1,1,0,11
CT-2023-0004,SITE-00070,2025-07-01,1,0,1,11
CT-2023-0004,SITE-00070,2025-08-01,1,1,0,12
CT-2023-0004,SITE-00070,2025-09-01,1,1,0,13
CT-2023-0004,SITE-00070,2025-12-01,1,1,0,14
CT-2023-0004,SITE-00070,2026-01-01,1,1,0,15
CT-2023-0004,SITE-00070,2026-02-01,1,1,0,16
CT-2023-0004,SITE-00071,2024-06-01,1,1,0,1
CT-2023-0004,SITE-00071,2024-08-01,1,1,0,2
CT-2023-0004,SITE-00071,2024-10-01,1,0,1,2
CT-2023-0004,SITE-00071,2024-11-01,2,1,1,3
CT-2023-0004,SITE-00071,2024-12-01,7,3,4,6
CT-2023-0004,SITE-00071,2025-02-01,1,1,0,7
CT-2023-0004,SITE-00071,2025-03-01,2,1,1,8
CT-2023-0004,SITE-00071,2025-05-01,1,1,0,9
CT-2023-0004,SITE-00072,2024-09-01,1,1,0,1
CT-2023-0004,SITE-00072,2024-11-01,3,1,2,2
CT-2023-0004,SITE-00072,2025-01-01,1,1,0,3
CT-2023-0004,SITE-00072,2025-02-01,2,2,0,5
CT-2023-0004,SITE-00072,2025-03-01,1,1,0,6
CT-2023-0004,SITE-00072,2025-04-01,1,1,0,7
CT-2023-0004,SITE-00072,2025-05-01,1,0,1,7
CT-2023-0004,SITE-00072,2025-06-01,3,2,1,9
CT-2023-0004,SITE-00072,2025-08-01,1,1,0,10
CT-2023-0004,SITE-00072,2025-10-01,1,1,0,11
CT-2023-0004,SITE-00072,2025-11-01,1,1,0,12
CT-2023-0004,SITE-00073,2024-06-01,1,0,1,0
CT-2023-0004,SITE-00073,2024-07-01,1,0,1,0
CT-2023-0004,SITE-00073,2024-10-01,3,2,1,2
CT-2023-0004,SITE-00073,2024-12-01,1,0,1,2
CT-2023-0004,SITE-00073,2025-03-01,1,1,0,3
CT-2023-0004,SITE-00073,2025-09-01,1,0,1,3
CT-2023-0004,SITE-00073,2025-11-01,2,1,1,4
CT-2023-0004,SITE-00074,2024-07-01,1,0,1,0
CT-2023-0004,SITE-00074,2024-08-01,1,1,0,1
CT-2023-0004,SITE-00074,2024-09-01,4,1,3,2
CT-2023-0004,SITE-00074,2024-10-01,2,1,1,3
CT-2023-0004,SITE-00074,2024-11-01,5,4,1,7
CT-2023-0004,SITE-00074,2024-12-01,1,1,0,8
CT-2023-0004,SITE-00074,2025-01-01,2,2,0,10
CT-2023-0004,SITE-00074,2025-02-01,1,1,0,11
CT-2023-0004,SITE-00075,2024-08-01,2,1,1,1
CT-2023-0004,SITE-00075,2024-10-01,7,3,4,4
CT-2023-0004,SITE-00075,2024-12-01,5,2,3,6
CT-2023-0004,SITE-00075,2025-01-01,1,1,0,7
CT-2023-0004,SITE-00075,2025-03-01,1,0,1,7
CT-2023-0004,SITE-00075,2025-04-01,1,1,0,8
CT-2023-0004,SITE-00075,2025-05-01,1,1,0,9
CT-2023-0004,SITE-00075,2025-08-01,2,1,1,10
CT-2023-0004,SITE-00076,2024-07-01,1,1,0,1
CT-2023-0004,SITE-00076,2024-08-01,1,1,0,2
CT-2023-0004,SITE-00076,2024-09-01,1,0,1,2
CT-2023-0004,SITE-00076,2024-12-01,1,1,0,3
CT-2023-0004,SITE-00076,2025-01-01,1,1,0,4
CT-2023-0004,SITE-00076,2025-02-01,1,1,0,5
CT-2023-0004,SITE-00076,2025-04-01,1,0,1,5
CT-2023-0004,SITE-00076,2025-05-01,2,1,1,6
CT-2023-0004,SITE-00076,2025-09-01,1,1,0,7
CT-2023-0004,SITE-00076,2025-10-01,1,0,1,7
CT-2023-0004,SITE-00076,2026-03-01,1,0,1,7
CT-2023-0004,SITE-00076,2026-05-01,1,1,0,8
CT-2023-0004,SITE-00076,2026-06-01,1,0,1,8
CT-2023-0004,SITE-00076,2026-07-01,1,1,0,9
CT-2023-0004,SITE-00077,2024-06-01,1,1,0,1
CT-2023-0004,SITE-00077,2024-07-01,3,2,1,3
CT-2023-0004,SITE-00077,2024-08-01,1,1,0,4
CT-2023-0004,SITE-00077,2024-09-01,2,2,0,6
CT-2023-0004,SITE-00077,2024-10-01,5,4,1,10
CT-2023-0004,SITE-00078,2024-06-01,2,1,1,1
CT-2023-0004,SITE-00078,2024-08-01,2,1,1,2
CT-2023-0004,SITE-00078,2024-09-01,3,3,0,5
CT-2023-0004,SITE-00078,2024-10-01,12,7,5,12
CT-2023-0004,SITE-00078,2024-11-01,6,4,2,16
CT-2023-0004,SITE-00079,2024-04-01,1,0,1,0
CT-2023-0004,SITE-00079,2024-08-01,2,0,2,0
CT-2023-0004,SITE-00079,2024-09-01,2,1,1,1
CT-2023-0004,SITE-00079,2024-10-01,2,2,0,3
CT-2023-0004,SITE-00079,2024-11-01,1,1,0,4
CT-2023-0004,SITE-00079,2024-12-01,3,2,1,6
CT-2023-0004,SITE-00079,2025-01-01,1,1,0,7
CT-2023-0004,SITE-00079,2025-02-01,1,1,0,8
CT-2023-0004,SITE-00079,2025-04-01,2,2,0,10
CT-2023-0004,SITE-00079,2025-06-01,1,1,0,11
CT-2023-0004,SITE-00079,2025-08-01,2,2,0,13
CT-2023-0004,SITE-00079,2025-09-01,2,2,0,15
CT-2023-0004,SITE-00080,2024-07-01,1,1,0,1
CT-2023-0004,SITE-00080,2024-08-01,2,1,1,2
CT-2023-0004,SITE-00080,2024-09-01,1,1,0,3
CT-2023-0004,SITE-00080,2024-10-01,7,6,1,9
CT-2023-0004,SITE-00080,2024-11-01,6,4,2,13
CT-2023-0004,SITE-00080,2024-12-01,2,1,1,14
CT-2023-0004,SITE-00080,2025-01-01,1,1,0,15
CT-2023-0004,SITE-00080,2025-02-01,2,2,0,17
CT-2023-0004,SITE-00081,2024-07-01,1,1,0,1
CT-2023-0004,SITE-00081,2024-10-01,1,1,0,2
CT-2023-0004,SITE-00081,2024-11-01,1,1,0,3
CT-2023-0004,SITE-00081,2024-12-01,3,1,2,4
CT-2023-0004,SITE-00081,2025-03-01,3,3,0,7
CT-2023-0004,SITE-00081,2025-04-01,2,1,1,8
CT-2023-0004,SITE-00081,2025-05-01,1,0,1,8
CT-2023-0004,SITE-00081,2025-06-01,5,3,2,11
CT-2023-0004,SITE-00081,2025-10-01,2,1,1,12
CT-2023-0004,SITE-00082,2024-07-01,2,0,2,0
CT-2023-0004,SITE-00082,2024-09-01,1,0,1,0
CT-2023-0004,SITE-00082,2024-10-01,1,0,1,0
CT-2023-0004,SITE-00082,2024-11-01,2,1,1,1
CT-2023-0004,SITE-00082,2024-12-01,1,1,0,2
CT-2023-0004,SITE-00082,2025-02-01,2,1,1,3
CT-2023-0004,SITE-00082,2025-03-01,2,2,0,5
CT-2023-0004,SITE-00082,2025-05-01,2,1,1,6
CT-2023-0004,SITE-00082,2025-06-01,1,0,1,6
CT-2023-0004,SITE-00082,2025-12-01,1,0,1,6
CT-2023-0004,SITE-00082,2026-01-01,1,1,0,7
CT-2023-0004,SITE-00083,2024-04-01,1,1,0,1
CT-2023-0004,SITE-00083,2024-05-01,1,1,0,2
CT-2023-0004,SITE-00083,2024-06-01,5,3,2,5
CT-2023-0004,SITE-00083,2024-08-01,1,1,0,6
CT-2023-0004,SITE-00083,2024-09-01,2,1,1,7
CT-2023-0004,SITE-00083,2024-10-01,2,2,0,9
CT-2023-0004,SITE-00083,2024-11-01,1,0,1,9
CT-2023-0004,SITE-00083,2024-12-01,1,1,0,10
CT-2023-0004,SITE-00083,2025-01-01,2,2,0,12
CT-2023-0004,SITE-00083,2025-02-01,1,1,0,13
CT-2023-0004,SITE-00083,2025-04-01,1,1,0,14
CT-2023-0004,SITE-00084,2024-09-01,6,3,3,3
CT-2023-0004,SITE-00084,2024-10-01,2,1,1,4
CT-2023-0004,SITE-00084,2024-11-01,1,1,0,5
CT-2023-0004,SITE-00084,2025-01-01,6,4,2,9
CT-2023-0004,SITE-00084,2025-04-01,1,1,0,10
CT-2023-0004,SITE-00084,2025-05-01,1,1,0,11
CT-2023-0004,SITE-00084,2025-06-01,1,1,0,12
CT-2023-0004,SITE-00084,2025-08-01,1,1,0,13
CT-2023-0004,SITE-00084,2025-09-01,3,2,1,15
CT-2023-0004,SITE-00085,2024-07-01,4,3,1,3
CT-2023-0004,SITE-00085,2024-08-01,2,1,1,4
CT-2023-0004,SITE-00085,2024-09-01,2,2,0,6
CT-2023-0004,SITE-00085,2024-10-01,2,1,1,7
CT-2023-0004,SITE-00085,2024-11-01,6,4,2,11
CT-2023-0004,SITE-00085,2024-12-01,4,3,1,14
CT-2023-0004,SITE-00085,2025-02-01,2,2,0,16
CT-2023-0004,SITE-00085,2025-03-01,1,0,1,16
CT-2023-0004,SITE-00085,2025-04-01,1,1,0,17
CT-2023-0004,SITE-00085,2025-05-01,3,1,2,18
CT-2023-0004,SITE-00085,2025-06-01,1,1,0,19
CT-2023-0004,SITE-00085,2025-07-01,1,1,0,20
CT-2023-0004,SITE-00086,2024-07-01,2,1,1,1
CT-2023-0004,SITE-00086,2024-09-01,9,6,3,7
CT-2023-0004,SITE-00086,2024-10-01,1,1,0,8
CT-2023-0004,SITE-00086,2024-11-01,5,3,2,11
CT-2023-0004,SITE-00086,2024-12-01,10,6,4,17
CT-2023-0004,SITE-00086,2025-01-01,1,1,0,18
CT-2023-0004,SITE-00087,2024-06-01,1,0,1,0
CT-2023-0004,SITE-00087,2024-07-01,2,1,1,1
CT-2023-0004,SITE-00087,2024-11-01,1,1,0,2
CT-2023-0004,SITE-00087,2025-01-01,2,2,0,4
CT-2023-0004,SITE-00087,2025-02-01,2,1,1,5
CT-2023-0004,SITE-00087,2025-03-01,1,1,0,6
CT-2023-0004,SITE-00087,2025-04-01,1,1,0,7
CT-2023-0005,SITE-00088,2023-07-01,3,1,2,1
CT-2023-0005,SITE-00088,2023-11-01,1,0,1,1
CT-2023-0005,SITE-00088,2023-12-01,1,1,0,2
CT-2023-0005,SITE-00088,2024-03-01,1,1,0,3
CT-2023-0005,SITE-00089,2023-11-01,2,1,1,1
CT-2023-0005,SITE-00089,2024-02-01,1,1,0,2
CT-2023-0005,SITE-00089,2024-03-01,1,0,1,2
CT-2023-0005,SITE-00089,2024-05-01,4,2,2,4
CT-2023-0005,SITE-00090,2023-09-01,1,0,1,0
CT-2023-0005,SITE-00090,2023-10-01,2,1,1,1
CT-2023-0005,SITE-00090,2023-11-01,1,0,1,1
CT-2023-0005,SITE-00090,2023-12-01,2,1,1,2
CT-2023-0005,SITE-00090,2024-01-01,1,1,0,3
CT-2023-0005,SITE-00090,2024-02-01,3,2,1,5
CT-2023-0005,SITE-00090,2024-04-01,4,3,1,8
CT-2023-0005,SITE-00091,2023-12-01,1,1,0,1
CT-2023-0005,SITE-00091,2024-01-01,1,1,0,2
CT-2023-0005,SITE-00091,2024-02-01,3,2,1,4
CT-2023-0005,SITE-00091,2024-03-01,3,2,1,6
CT-2023-0005,SITE-00091,2024-05-01,1,1,0,7
CT-2023-0005,SITE-00091,2024-09-01,1,1,0,8
CT-2023-0005,SITE-00091,2024-12-01,1,0,1,8
CT-2023-0005,SITE-00091,2025-01-01,1,0,1,8
CT-2023-0005,SITE-00091,2025-02-01,2,1,1,9
CT-2023-0006,SITE-00092,2025-02-01,2,2,0,2
CT-2023-0006,SITE-00092,2025-03-01,2,2,0,4
CT-2023-0006,SITE-00092,2025-04-01,8,4,4,8
CT-2023-0006,SITE-00092,2025-05-01,2,1,1,9
CT-2023-0006,SITE-00092,2025-06-01,2,2,0,11
CT-2023-0006,SITE-00092,2025-07-01,3,3,0,14
CT-2023-0006,SITE-00092,2025-09-01,3,1,2,15
CT-2023-0006,SITE-00092,2025-10-01,1,0,1,15
CT-2023-0006,SITE-00092,2025-12-01,1,1,0,16
CT-2023-0006,SITE-00093,2025-02-01,5,2,3,2
CT-2023-0006,SITE-00093,2025-03-01,2,2,0,4
CT-2023-0006,SITE-00093,2025-05-01,1,1,0,5
CT-2023-0006,SITE-00093,2025-06-01,3,2,1,7
CT-2023-0006,SITE-00093,2025-07-01,5,4,1,11
CT-2023-0006,SITE-00093,2025-08-01,3,2,1,13
CT-2023-0006,SITE-00094,2025-02-01,2,2,0,2
CT-2023-0006,SITE-00094,2025-03-01,1,0,1,2
CT-2023-0006,SITE-00094,2025-04-01,6,3,3,5
CT-2023-0006,SITE-00094,2025-05-01,5,3,2,8
CT-2023-0006,SITE-00094,2025-06-01,2,1,1,9
CT-2023-0006,SITE-00094,2025-07-01,3,3,0,12
CT-2023-0006,SITE-00094,2025-08-01,2,2,0,14
CT-2023-0006,SITE-00095,2025-04-01,1,1,0,1
CT-2023-0006,SITE-00095,2025-05-01,1,1,0,2
CT-2023-0006,SITE-00095,2025-06-01,2,2,0,4
CT-2023-0006,SITE-00095,2025-07-01,1,1,0,5
CT-2023-0006,SITE-00095,2025-08-01,1,1,0,6
CT-2023-0006,SITE-00096,2024-12-01,1,0,1,0
CT-2023-0006,SITE-00096,2025-04-01,4,3,1,3
CT-2023-0006,SITE-00096,2025-07-01,3,3,0,6
CT-2023-0006,SITE-00096,2025-09-01,3,2,1,8
CT-2023-0006,SITE-00096,2025-10-01,2,1,1,9
CT-2023-0006,SITE-00096,2025-11-01,1,0,1,9
CT-2023-0006,SITE-00096,2026-02-01,1,1,0,10
CT-2023-0006,SITE-00096,2026-03-01,3,1,2,11
CT-2023-0006,SITE-00096,2026-04-01,2,1,1,12
CT-2023-0006,SITE-00096,2026-05-01,5,2,3,14
CT-2023-0006,SITE-00096,2026-06-01,1,1,0,15
CT-2023-0007,SITE-00097,2024-11-01,4,2,2,2
CT-2023-0007,SITE-00097,2025-01-01,4,2,2,4
CT-2023-0007,SITE-00097,2025-02-01,3,2,1,6
CT-2023-0007,SITE-00097,2025-03-01,2,2,0,8
CT-2023-0007,SITE-00097,2025-04-01,1,1,0,9
CT-2023-0007,SITE-00097,2025-05-01,3,3,0,12
CT-2023-0007,SITE-00097,2025-06-01,2,2,0,14
CT-2023-0007,SITE-00097,2025-07-01,3,2,1,16
CT-2023-0007,SITE-00097,2025-08-01,1,1,0,17
CT-2023-0007,SITE-00097,2025-09-01,1,1,0,18
CT-2023-0007,SITE-00097,2025-11-01,3,2,1,20
CT-2023-0007,SITE-00097,2025-12-01,1,1,0,21
CT-2023-0007,SITE-00097,2026-01-01,1,1,0,22
CT-2023-0007,SITE-00098,2024-11-01,3,2,1,2
CT-2023-0007,SITE-00098,2024-12-01,4,3,1,5
CT-2023-0007,SITE-00098,2025-01-01,16,13,3,18
CT-2023-0007,SITE-00098,2025-02-01,9,7,2,25
CT-2023-0007,SITE-00098,2025-03-01,13,8,5,33
CT-2023-0007,SITE-00099,2024-10-01,1,1,0,1
CT-2023-0007,SITE-00099,2024-11-01,3,1,2,2
CT-2023-0007,SITE-00099,2024-12-01,9,7,2,9
CT-2023-0007,SITE-00099,2025-01-01,5,4,1,13
CT-2023-0007,SITE-00099,2025-02-01,7,6,1,19
CT-2023-0007,SITE-00099,2025-03-01,8,6,2,25
CT-2023-0007,SITE-00100,2024-12-01,4,2,2,2
CT-2023-0007,SITE-00100,2025-02-01,9,7,2,9
CT-2023-0007,SITE-00100,2025-03-01,11,6,5,15
CT-2023-0007,SITE-00100,2025-04-01,7,4,3,19
CT-2023-0007,SITE-00100,2025-05-01,3,3,0,22
CT-2023-0007,SITE-00100,2025-06-01,3,3,0,25
CT-2023-0007,SITE-00100,2025-07-01,8,6,2,31
CT-2023-0007,SITE-00100,2025-08-01,8,5,3,36
CT-2023-0007,SITE-00101,2025-01-01,1,1,0,1
CT-2023-0007,SITE-00101,2025-02-01,6,3,3,4
CT-2023-0007,SITE-00101,2025-03-01,4,2,2,6
CT-2023-0007,SITE-00101,2025-04-01,1,1,0,7
CT-2023-0007,SITE-00101,2025-05-01,1,1,0,8
CT-2023-0007,SITE-00101,2025-09-01,3,1,2,9
CT-2023-0007,SITE-00101,2025-10-01,2,2,0,11
CT-2023-0007,SITE-00101,2025-11-01,2,2,0,13
CT-2023-0007,SITE-00102,2025-01-01,1,1,0,1
CT-2023-0007,SITE-00102,2025-04-01,1,1,0,2
CT-2023-0007,SITE-00102,2025-05-01,1,1,0,3
CT-2023-0007,SITE-00102,2025-06-01,1,1,0,4
CT-2023-0007,SITE-00102,2025-07-01,6,4,2,8
CT-2023-0007,SITE-00102,2025-08-01,5,5,0,13
CT-2023-0007,SITE-00102,2025-09-01,1,1,0,14
CT-2023-0007,SITE-00102,2025-10-01,3,3,0,17
CT-2023-0007,SITE-00102,2025-11-01,3,2,1,19
CT-2023-0007,SITE-00102,2026-01-01,1,1,0,20
CT-2023-0007,SITE-00102,2026-02-01,2,2,0,22
CT-2023-0007,SITE-00102,2026-05-01,2,2,0,24
CT-2023-0007,SITE-00102,2026-06-01,1,1,0,25
CT-2023-0007,SITE-00102,2026-07-01,1,1,0,26
CT-2023-0007,SITE-00103,2025-01-01,2,2,0,2
CT-2023-0007,SITE-00103,2025-02-01,2,2,0,4
CT-2023-0007,SITE-00103,2025-03-01,5,2,3,6
CT-2023-0007,SITE-00103,2025-04-01,3,3,0,9
CT-2023-0007,SITE-00103,2025-05-01,11,7,4,16
CT-2023-0007,SITE-00103,2025-06-01,13,10,3,26
CT-2023-0007,SITE-00103,2025-07-01,4,3,1,29
CT-2023-0007,SITE-00103,2025-08-01,6,3,3,32
CT-2023-0007,SITE-00103,2025-10-01,3,2,1,34
CT-2023-0007,SITE-00103,2025-12-01,3,2,1,36
CT-2023-0007,SITE-00103,2026-01-01,3,3,0,39
CT-2023-0007,SITE-00104,2025-02-01,3,3,0,3
CT-2023-0007,SITE-00104,2025-03-01,1,1,0,4
CT-2023-0007,SITE-00104,2025-04-01,18,11,7,15
CT-2023-0007,SITE-00104,2025-05-01,9,7,2,22
CT-2023-0007,SITE-00104,2025-06-01,16,10,6,32
CT-2023-0007,SITE-00105,2024-12-01,1,1,0,1
CT-2023-0007,SITE-00105,2025-03-01,1,0,1,1
CT-2023-0007,SITE-00105,2025-04-01,1,0,1,1
CT-2023-0007,SITE-00105,2025-05-01,1,1,0,2
CT-2023-0007,SITE-00105,2025-06-01,3,2,1,4
CT-2023-0007,SITE-00105,2025-07-01,2,2,0,6
CT-2023-0007,SITE-00105,2025-08-01,2,1,1,7
CT-2023-0007,SITE-00105,2025-09-01,5,3,2,10
CT-2023-0007,SITE-00105,2025-10-01,1,1,0,11
CT-2023-0007,SITE-00105,2025-11-01,3,2,1,13
CT-2023-0007,SITE-00105,2025-12-01,2,1,1,14
CT-2023-0007,SITE-00105,2026-01-01,1,1,0,15
CT-2023-0007,SITE-00105,2026-04-01,2,1,1,16
CT-2023-0007,SITE-00105,2026-05-01,3,2,1,18
CT-2023-0007,SITE-00105,2026-06-01,1,1,0,19
CT-2023-0007,SITE-00105,2026-07-01,1,1,0,20
CT-2023-0007,SITE-00106,2025-02-01,1,1,0,1
CT-2023-0007,SITE-00106,2025-03-01,2,2,0,3
CT-2023-0007,SITE-00106,2025-04-01,2,2,0,5
CT-2023-0007,SITE-00106,2025-05-01,3,2,1,7
CT-2023-0007,SITE-00106,2025-06-01,5,4,1,11
CT-2023-0007,SITE-00106,2025-07-01,6,4,2,15
CT-2023-0007,SITE-00106,2025-08-01,2,1,1,16
CT-2023-0007,SITE-00106,2025-09-01,5,2,3,18
CT-2023-0007,SITE-00106,2025-10-01,2,2,0,20
CT-2023-0007,SITE-00106,2025-11-01,5,5,0,25
CT-2023-0007,SITE-00106,2025-12-01,4,3,1,28
CT-2023-0007,SITE-00106,2026-02-01,3,2,1,30
CT-2023-0007,SITE-00106,2026-03-01,1,1,0,31
CT-2023-0007,SITE-00107,2024-12-01,1,1,0,1
CT-2023-0007,SITE-00107,2025-02-01,1,1,0,2
CT-2023-0007,SITE-00107,2025-03-01,2,2,0,4
CT-2023-0007,SITE-00107,2025-04-01,5,3,2,7
CT-2023-0007,SITE-00107,2025-05-01,5,3,2,10
CT-2023-0007,SITE-00107,2025-06-01,3,3,0,13
CT-2023-0007,SITE-00107,2025-07-01,6,4,2,17
CT-2023-0007,SITE-00107,2025-08-01,3,2,1,19
CT-2023-0007,SITE-00107,2025-09-01,2,2,0,21
CT-2023-0007,SITE-00107,2025-10-01,6,3,3,24
CT-2023-0007,SITE-00108,2025-01-01,4,3,1,3
CT-2023-0007,SITE-00108,2025-02-01,1,1,0,4
CT-2023-0007,SITE-00108,2025-04-01,8,7,1,11
CT-2023-0007,SITE-00108,2025-05-01,7,4,3,15
CT-2023-0007,SITE-00108,2025-06-01,11,9,2,24
CT-2023-0007,SITE-00108,2025-08-01,12,8,4,32
CT-2023-0007,SITE-00108,2025-09-01,3,2,1,34
CT-2023-0007,SITE-00108,2025-10-01,7,3,4,37
CT-2023-0007,SITE-00108,2025-11-01,3,2,1,39
CT-2023-0007,SITE-00109,2024-11-01,4,2,2,2
